time,ECG,ECGFiltered,Group
0.674,-0.045,-0.065,Recording1
0.6759999999999999,0.005,-0.06,Recording1
0.6779999999999999,0.055,-0.055,Recording1
0.68,0.015,-0.055,Recording1
0.682,0.035,-0.05,Recording1
0.684,0.045,-0.05,Recording1
0.6859999999999999,0.055,-0.05,Recording1
0.688,0.03,-0.05,Recording1
0.69,0.0,-0.05,Recording1
0.6920000000000001,-0.01,-0.055,Recording1
0.6940000000000001,0.015,-0.055,Recording1
0.696,0.01,-0.055,Recording1
0.698,-0.015,-0.055,Recording1
0.7,0.02,-0.06,Recording1
0.7020000000000001,0.03,-0.065,Recording1
0.7040000000000001,0.055,-0.065,Recording1
0.706,-0.01,-0.07,Recording1
0.708,-0.045,-0.075,Recording1
0.71,0.01,-0.08,Recording1
0.7120000000000001,0.01,-0.08,Recording1
0.7140000000000001,-0.025,-0.08,Recording1
0.716,0.005,-0.08,Recording1
0.718,0.0,-0.08,Recording1
0.72,0.015,-0.075,Recording1
0.722,-0.005,-0.075,Recording1
0.7240000000000001,-0.015,-0.08,Recording1
0.726,-0.005,-0.08,Recording1
0.728,-0.025,-0.085,Recording1
0.73,-0.01,-0.09,Recording1
0.732,0.005,-0.09,Recording1
0.7340000000000001,-0.01,-0.09,Recording1
0.736,0.03,-0.085,Recording1
0.738,0.055,-0.08,Recording1
0.74,0.0,-0.075,Recording1
0.742,-0.025,-0.065,Recording1
0.7440000000000001,0.005,-0.06,Recording1
0.746,-0.015,-0.055,Recording1
0.748,0.035,-0.055,Recording1
0.75,0.005,-0.055,Recording1
0.752,0.025,-0.06,Recording1
0.754,0.025,-0.065,Recording1
0.7559999999999999,0.025,-0.065,Recording1
0.758,0.02,-0.07,Recording1
0.76,-0.015,-0.07,Recording1
0.762,0.02,-0.07,Recording1
0.764,0.035,-0.07,Recording1
0.7659999999999999,0.025,-0.07,Recording1
0.768,0.005,-0.07,Recording1
0.77,0.02,-0.07,Recording1
0.772,0.025,-0.07,Recording1
0.774,0.005,-0.07,Recording1
0.7759999999999999,0.005,-0.065,Recording1
0.778,0.05,-0.06,Recording1
0.78,0.13,-0.055,Recording1
0.782,0.045,-0.045,Recording1
0.784,0.055,-0.035,Recording1
0.7859999999999999,-0.005,-0.025,Recording1
0.7879999999999999,0.075,-0.02,Recording1
0.79,0.105,-0.015,Recording1
0.792,0.1,-0.02,Recording1
0.794,0.025,-0.03,Recording1
0.7959999999999999,0.02,-0.045,Recording1
0.7979999999999999,0.035,-0.06,Recording1
0.8,0.0,-0.07,Recording1
0.802,0.005,-0.08,Recording1
0.804,0.01,-0.08,Recording1
0.8059999999999999,0.05,-0.08,Recording1
0.8079999999999999,0.025,-0.07,Recording1
0.81,0.04,-0.06,Recording1
0.812,0.07,-0.05,Recording1
0.8140000000000001,0.06,-0.04,Recording1
0.816,0.03,-0.035,Recording1
0.818,0.06,-0.035,Recording1
0.82,0.085,-0.04,Recording1
0.8220000000000001,0.025,-0.05,Recording1
0.8240000000000001,0.045,-0.06,Recording1
0.826,0.03,-0.065,Recording1
0.828,0.005,-0.07,Recording1
0.83,0.03,-0.075,Recording1
0.8320000000000001,0.015,-0.075,Recording1
0.8340000000000001,0.03,-0.075,Recording1
0.836,0.025,-0.07,Recording1
0.838,0.03,-0.07,Recording1
0.84,0.04,-0.07,Recording1
0.8420000000000001,0.05,-0.07,Recording1
0.8440000000000001,0.005,-0.07,Recording1
0.846,0.02,-0.07,Recording1
0.848,0.015,-0.07,Recording1
0.85,0.055,-0.065,Recording1
0.852,0.035,-0.06,Recording1
0.8540000000000001,0.065,-0.055,Recording1
0.856,0.09,-0.055,Recording1
0.858,0.06,-0.05,Recording1
0.86,-0.015,-0.05,Recording1
0.862,0.055,-0.05,Recording1
0.8640000000000001,0.075,-0.05,Recording1
0.866,0.055,-0.055,Recording1
0.868,0.07,-0.055,Recording1
0.87,0.095,-0.06,Recording1
0.872,0.045,-0.06,Recording1
0.8740000000000001,-0.01,-0.06,Recording1
0.8759999999999999,0.045,-0.055,Recording1
0.878,0.065,-0.055,Recording1
0.88,0.07,-0.05,Recording1
0.882,0.055,-0.05,Recording1
0.884,0.025,-0.05,Recording1
0.8859999999999999,-0.025,-0.055,Recording1
0.888,0.065,-0.06,Recording1
0.89,0.08,-0.065,Recording1
0.892,0.06,-0.07,Recording1
0.894,0.07,-0.075,Recording1
0.8959999999999999,0.07,-0.075,Recording1
0.898,0.04,-0.075,Recording1
0.9,0.04,-0.07,Recording1
0.902,0.03,-0.07,Recording1
0.904,0.055,-0.065,Recording1
0.9059999999999999,0.07,-0.06,Recording1
0.9079999999999999,0.06,-0.055,Recording1
0.91,0.075,-0.055,Recording1
0.912,0.035,-0.055,Recording1
0.914,0.06,-0.055,Recording1
0.9159999999999999,0.09,-0.055,Recording1
0.9179999999999999,0.065,-0.055,Recording1
0.92,0.065,-0.055,Recording1
0.922,0.07,-0.055,Recording1
0.924,0.09,-0.05,Recording1
0.9259999999999999,0.075,-0.04,Recording1
0.9279999999999999,0.08,-0.03,Recording1
0.93,0.07,-0.02,Recording1
0.932,0.115,-0.01,Recording1
0.934,0.13,0.0,Recording1
0.9359999999999999,0.13,0.005,Recording1
0.938,0.135,0.005,Recording1
0.94,0.105,0.0,Recording1
0.9420000000000001,0.145,-0.005,Recording1
0.9440000000000001,0.085,-0.015,Recording1
0.946,0.12,-0.02,Recording1
0.948,0.055,-0.02,Recording1
0.95,0.115,-0.02,Recording1
0.9520000000000001,0.09,-0.015,Recording1
0.9540000000000001,0.105,-0.015,Recording1
0.956,0.1,-0.01,Recording1
0.958,0.135,-0.005,Recording1
0.96,0.105,-0.01,Recording1
0.9620000000000001,0.13,-0.015,Recording1
0.9640000000000001,0.14,-0.025,Recording1
0.966,0.13,-0.04,Recording1
0.968,0.01,-0.06,Recording1
0.97,0.025,-0.075,Recording1
0.972,0.005,-0.09,Recording1
0.9740000000000001,-0.05,-0.1,Recording1
0.976,-0.005,-0.11,Recording1
0.978,0.045,-0.11,Recording1
0.98,0.055,-0.11,Recording1
0.982,0.1,-0.105,Recording1
0.9840000000000001,0.03,-0.1,Recording1
0.986,0.015,-0.095,Recording1
0.988,0.045,-0.095,Recording1
0.99,0.005,-0.095,Recording1
0.992,0.01,-0.095,Recording1
0.9940000000000001,-0.025,-0.1,Recording1
0.996,0.075,-0.105,Recording1
0.998,-0.005,-0.11,Recording1
1.0,0.025,-0.11,Recording1
1.002,0.03,-0.11,Recording1
1.004,0.045,-0.11,Recording1
1.006,0.05,-0.105,Recording1
1.008,0.035,-0.095,Recording1
1.01,0.06,-0.09,Recording1
1.012,0.03,-0.085,Recording1
1.014,0.01,-0.085,Recording1
1.016,0.005,-0.085,Recording1
1.018,0.0,-0.09,Recording1
1.02,0.005,-0.1,Recording1
1.022,0.02,-0.105,Recording1
1.024,0.03,-0.115,Recording1
1.026,0.03,-0.12,Recording1
1.028,-0.01,-0.12,Recording1
1.03,0.015,-0.12,Recording1
1.032,-0.01,-0.12,Recording1
1.034,-0.005,-0.115,Recording1
1.036,0.07,-0.115,Recording1
1.038,-0.005,-0.115,Recording1
1.04,0.02,-0.115,Recording1
1.042,0.045,-0.115,Recording1
1.044,0.095,-0.115,Recording1
1.046,0.105,-0.11,Recording1
1.048,-0.005,-0.09,Recording1
1.05,0.025,-0.055,Recording1
1.052,0.095,0.0,Recording1
1.054,0.18,0.075,Recording1
1.056,0.295,0.165,Recording1
1.058,0.415,0.27,Recording1
1.06,0.545,0.375,Recording1
1.062,0.735,0.475,Recording1
1.064,0.78,0.56,Recording1
1.0659999999999998,0.88,0.615,Recording1
1.068,0.87,0.64,Recording1
1.07,0.69,0.625,Recording1
1.072,0.61,0.57,Recording1
1.074,0.54,0.47,Recording1
1.0759999999999998,0.47,0.345,Recording1
1.078,0.34,0.195,Recording1
1.08,0.22,0.04,Recording1
1.082,0.115,-0.11,Recording1
1.084,-0.055,-0.245,Recording1
1.0859999999999999,-0.4,-0.355,Recording1
1.088,-0.39,-0.43,Recording1
1.09,-0.36,-0.475,Recording1
1.092,-0.33,-0.48,Recording1
1.094,-0.245,-0.465,Recording1
1.0959999999999999,-0.26,-0.425,Recording1
1.0979999999999999,-0.25,-0.375,Recording1
1.1,-0.215,-0.32,Recording1
1.102,-0.11,-0.27,Recording1
1.104,-0.03,-0.225,Recording1
1.1059999999999999,0.005,-0.185,Recording1
1.1079999999999999,0.01,-0.155,Recording1
1.11,0.07,-0.13,Recording1
1.112,0.07,-0.115,Recording1
1.114,0.065,-0.1,Recording1
1.1159999999999999,0.07,-0.095,Recording1
1.1179999999999999,0.03,-0.09,Recording1
1.12,-0.005,-0.085,Recording1
1.122,0.04,-0.085,Recording1
1.124,0.065,-0.08,Recording1
1.126,0.1,-0.08,Recording1
1.128,0.125,-0.075,Recording1
1.13,0.11,-0.075,Recording1
1.1320000000000001,0.055,-0.07,Recording1
1.1340000000000001,0.05,-0.07,Recording1
1.136,0.015,-0.065,Recording1
1.138,0.075,-0.065,Recording1
1.14,0.095,-0.07,Recording1
1.1420000000000001,0.09,-0.07,Recording1
1.1440000000000001,0.07,-0.075,Recording1
1.146,0.09,-0.075,Recording1
1.148,0.11,-0.075,Recording1
1.15,0.085,-0.075,Recording1
1.1520000000000001,0.075,-0.065,Recording1
1.1540000000000001,0.105,-0.055,Recording1
1.156,0.14,-0.045,Recording1
1.158,0.085,-0.035,Recording1
1.16,0.115,-0.025,Recording1
1.162,0.115,-0.02,Recording1
1.1640000000000001,0.115,-0.02,Recording1
1.166,0.13,-0.02,Recording1
1.168,0.105,-0.025,Recording1
1.17,0.16,-0.03,Recording1
1.172,0.13,-0.03,Recording1
1.1740000000000002,0.155,-0.03,Recording1
1.176,0.085,-0.03,Recording1
1.178,0.17,-0.02,Recording1
1.18,0.075,-0.015,Recording1
1.182,0.13,-0.005,Recording1
1.1840000000000002,0.17,0.0,Recording1
1.186,0.175,0.005,Recording1
1.188,0.165,0.005,Recording1
1.19,0.165,0.005,Recording1
1.192,0.21,0.005,Recording1
1.194,0.145,0.01,Recording1
1.196,0.155,0.01,Recording1
1.198,0.165,0.02,Recording1
1.2,0.215,0.03,Recording1
1.202,0.23,0.04,Recording1
1.204,0.225,0.055,Recording1
1.206,0.205,0.07,Recording1
1.208,0.23,0.08,Recording1
1.21,0.22,0.09,Recording1
1.212,0.195,0.095,Recording1
1.214,0.27,0.095,Recording1
1.216,0.24,0.09,Recording1
1.218,0.25,0.085,Recording1
1.22,0.22,0.085,Recording1
1.222,0.2,0.085,Recording1
1.224,0.22,0.085,Recording1
1.226,0.295,0.095,Recording1
1.228,0.325,0.105,Recording1
1.23,0.3,0.12,Recording1
1.232,0.3,0.135,Recording1
1.234,0.315,0.155,Recording1
1.236,0.305,0.17,Recording1
1.238,0.31,0.18,Recording1
1.24,0.38,0.19,Recording1
1.242,0.365,0.2,Recording1
1.244,0.37,0.205,Recording1
1.246,0.4,0.215,Recording1
1.248,0.39,0.23,Recording1
1.25,0.365,0.24,Recording1
1.252,0.43,0.26,Recording1
1.254,0.475,0.28,Recording1
1.256,0.445,0.305,Recording1
1.258,0.455,0.325,Recording1
1.26,0.54,0.345,Recording1
1.262,0.535,0.355,Recording1
1.264,0.52,0.365,Recording1
1.266,0.525,0.365,Recording1
1.268,0.56,0.365,Recording1
1.27,0.505,0.36,Recording1
1.272,0.505,0.355,Recording1
1.274,0.54,0.35,Recording1
1.276,0.545,0.35,Recording1
1.278,0.52,0.355,Recording1
1.28,0.52,0.365,Recording1
1.2819999999999998,0.555,0.375,Recording1
1.284,0.57,0.39,Recording1
1.286,0.555,0.395,Recording1
1.288,0.565,0.4,Recording1
1.29,0.59,0.4,Recording1
1.2919999999999998,0.57,0.39,Recording1
1.294,0.495,0.375,Recording1
1.296,0.485,0.35,Recording1
1.298,0.485,0.325,Recording1
1.3,0.515,0.3,Recording1
1.3019999999999998,0.435,0.275,Recording1
1.304,0.37,0.25,Recording1
1.306,0.395,0.225,Recording1
1.308,0.375,0.2,Recording1
1.31,0.33,0.18,Recording1
1.3119999999999998,0.315,0.155,Recording1
1.314,0.24,0.13,Recording1
1.3159999999999998,0.245,0.105,Recording1
1.318,0.22,0.085,Recording1
1.32,0.24,0.06,Recording1
1.3219999999999998,0.175,0.045,Recording1
1.324,0.21,0.025,Recording1
1.3259999999999998,0.19,0.015,Recording1
1.328,0.17,0.005,Recording1
1.33,0.17,-0.005,Recording1
1.3319999999999999,0.17,-0.01,Recording1
1.334,0.145,-0.02,Recording1
1.3359999999999999,0.115,-0.03,Recording1
1.338,0.07,-0.04,Recording1
1.34,0.095,-0.05,Recording1
1.3419999999999999,0.065,-0.065,Recording1
1.344,0.115,-0.075,Recording1
1.3459999999999999,0.13,-0.08,Recording1
1.348,0.09,-0.09,Recording1
1.35,0.045,-0.09,Recording1
1.3519999999999999,0.04,-0.09,Recording1
1.354,0.09,-0.09,Recording1
1.3559999999999999,0.14,-0.09,Recording1
1.358,0.08,-0.085,Recording1
1.36,0.01,-0.085,Recording1
1.3619999999999999,0.095,-0.085,Recording1
1.364,0.09,-0.085,Recording1
1.3659999999999999,0.06,-0.09,Recording1
1.368,0.08,-0.095,Recording1
1.37,0.105,-0.1,Recording1
1.3719999999999999,0.075,-0.105,Recording1
1.374,0.03,-0.11,Recording1
1.376,0.005,-0.115,Recording1
1.3780000000000001,0.025,-0.12,Recording1
1.38,0.035,-0.12,Recording1
1.382,0.13,-0.12,Recording1
1.3840000000000001,0.07,-0.115,Recording1
1.386,0.07,-0.11,Recording1
1.3880000000000001,0.055,-0.105,Recording1
1.39,0.07,-0.1,Recording1
1.392,0.065,-0.095,Recording1
1.3940000000000001,0.12,-0.09,Recording1
1.396,0.065,-0.09,Recording1
1.3980000000000001,0.065,-0.085,Recording1
1.4,0.07,-0.09,Recording1
1.402,0.06,-0.09,Recording1
1.4040000000000001,0.05,-0.095,Recording1
1.406,0.095,-0.095,Recording1
1.4080000000000001,0.07,-0.1,Recording1
1.41,0.085,-0.1,Recording1
1.412,0.075,-0.1,Recording1
1.4140000000000001,0.025,-0.105,Recording1
1.416,0.08,-0.105,Recording1
1.4180000000000001,0.035,-0.105,Recording1
1.42,0.075,-0.105,Recording1
1.422,0.045,-0.1,Recording1
1.4240000000000002,0.095,-0.1,Recording1
1.426,0.09,-0.1,Recording1
1.4280000000000002,0.095,-0.095,Recording1
1.43,0.04,-0.095,Recording1
1.432,0.07,-0.09,Recording1
1.4340000000000002,0.13,-0.09,Recording1
1.436,0.075,-0.09,Recording1
1.4380000000000002,0.06,-0.09,Recording1
1.44,0.07,-0.095,Recording1
1.442,0.04,-0.095,Recording1
1.444,0.075,-0.09,Recording1
1.446,0.075,-0.09,Recording1
1.4480000000000002,0.11,-0.085,Recording1
